# Godot class reference — one row per member
# class	kind	name	signature	brief
DisplayServer	enum-value	ACTION_SHOW_CONTEXT_MENU	AccessibilityAction.ACTION_SHOW_CONTEXT_MENU = 21	Show context menu action, callback argument is not set.
DisplayServer	enum-value	ACTION_CUSTOM	AccessibilityAction.ACTION_CUSTOM = 22	Custom action, callback argument is set to the integer action ID.
DisplayServer	enum-value	LIVE_OFF	AccessibilityLiveMode.LIVE_OFF = 0	Indicates that updates to the live region should not be presented.
DisplayServer	enum-value	LIVE_POLITE	AccessibilityLiveMode.LIVE_POLITE = 1	Indicates that updates to the live region should be presented at the next opportunity (for example at the end of speaking the current sentence).
DisplayServer	enum-value	LIVE_ASSERTIVE	AccessibilityLiveMode.LIVE_ASSERTIVE = 2	Indicates that updates to the live region have the highest priority and should be presented immediately.
DisplayServer	enum-value	SCROLL_UNIT_ITEM	AccessibilityScrollUnit.SCROLL_UNIT_ITEM = 0	The amount by which to scroll.
DisplayServer	enum-value	SCROLL_UNIT_PAGE	AccessibilityScrollUnit.SCROLL_UNIT_PAGE = 1	The amount by which to scroll.
DisplayServer	enum-value	SCROLL_HINT_TOP_LEFT	AccessibilityScrollHint.SCROLL_HINT_TOP_LEFT = 0	A preferred position for the node scrolled into view.
DisplayServer	enum-value	SCROLL_HINT_BOTTOM_RIGHT	AccessibilityScrollHint.SCROLL_HINT_BOTTOM_RIGHT = 1	A preferred position for the node scrolled into view.
DisplayServer	enum-value	SCROLL_HINT_TOP_EDGE	AccessibilityScrollHint.SCROLL_HINT_TOP_EDGE = 2	A preferred position for the node scrolled into view.
DisplayServer	enum-value	SCROLL_HINT_BOTTOM_EDGE	AccessibilityScrollHint.SCROLL_HINT_BOTTOM_EDGE = 3	A preferred position for the node scrolled into view.
DisplayServer	enum-value	SCROLL_HINT_LEFT_EDGE	AccessibilityScrollHint.SCROLL_HINT_LEFT_EDGE = 4	A preferred position for the node scrolled into view.
DisplayServer	enum-value	SCROLL_HINT_RIGHT_EDGE	AccessibilityScrollHint.SCROLL_HINT_RIGHT_EDGE = 5	A preferred position for the node scrolled into view.
DisplayServer	enum-value	MOUSE_MODE_VISIBLE	MouseMode.MOUSE_MODE_VISIBLE = 0	Makes the mouse cursor visible if it is hidden.
DisplayServer	enum-value	MOUSE_MODE_HIDDEN	MouseMode.MOUSE_MODE_HIDDEN = 1	Makes the mouse cursor hidden if it is visible.
DisplayServer	enum-value	MOUSE_MODE_CAPTURED	MouseMode.MOUSE_MODE_CAPTURED = 2	Captures the mouse.
DisplayServer	enum-value	MOUSE_MODE_CONFINED	MouseMode.MOUSE_MODE_CONFINED = 3	Confines the mouse cursor to the game window, and make it visible.
DisplayServer	enum-value	MOUSE_MODE_CONFINED_HIDDEN	MouseMode.MOUSE_MODE_CONFINED_HIDDEN = 4	Confines the mouse cursor to the game window, and make it hidden.
DisplayServer	enum-value	MOUSE_MODE_MAX	MouseMode.MOUSE_MODE_MAX = 5	Max value of the .
DisplayServer	constant	INVALID_SCREEN	INVALID_SCREEN = -1	The ID that refers to a screen that does not exist.
DisplayServer	constant	SCREEN_WITH_MOUSE_FOCUS	SCREEN_WITH_MOUSE_FOCUS = -4	Represents the screen containing the mouse pointer.
DisplayServer	constant	SCREEN_WITH_KEYBOARD_FOCUS	SCREEN_WITH_KEYBOARD_FOCUS = -3	Represents the screen containing the window with the keyboard focus.
DisplayServer	constant	SCREEN_PRIMARY	SCREEN_PRIMARY = -2	Represents the primary screen.
DisplayServer	constant	SCREEN_OF_MAIN_WINDOW	SCREEN_OF_MAIN_WINDOW = -1	Represents the screen where the main window is located.
DisplayServer	constant	MAIN_WINDOW_ID	MAIN_WINDOW_ID = 0	The ID of the main window spawned by the engine, which can be passed to methods expecting a window_id.
DisplayServer	constant	INVALID_WINDOW_ID	INVALID_WINDOW_ID = -1	The ID that refers to a nonexistent window.
DisplayServer	constant	INVALID_INDICATOR_ID	INVALID_INDICATOR_ID = -1	The ID that refers to a nonexistent application status indicator.
DisplayServer	enum-value	SCREEN_LANDSCAPE	ScreenOrientation.SCREEN_LANDSCAPE = 0	Default landscape orientation.
DisplayServer	enum-value	SCREEN_PORTRAIT	ScreenOrientation.SCREEN_PORTRAIT = 1	Default portrait orientation.
DisplayServer	enum-value	SCREEN_REVERSE_LANDSCAPE	ScreenOrientation.SCREEN_REVERSE_LANDSCAPE = 2	Reverse landscape orientation (upside down).
DisplayServer	enum-value	SCREEN_REVERSE_PORTRAIT	ScreenOrientation.SCREEN_REVERSE_PORTRAIT = 3	Reverse portrait orientation (upside down).
DisplayServer	enum-value	SCREEN_SENSOR_LANDSCAPE	ScreenOrientation.SCREEN_SENSOR_LANDSCAPE = 4	Automatic landscape orientation (default or reverse depending on sensor).
DisplayServer	enum-value	SCREEN_SENSOR_PORTRAIT	ScreenOrientation.SCREEN_SENSOR_PORTRAIT = 5	Automatic portrait orientation (default or reverse depending on sensor).
DisplayServer	enum-value	SCREEN_SENSOR	ScreenOrientation.SCREEN_SENSOR = 6	Automatic landscape or portrait orientation (default or reverse depending on sensor).
DisplayServer	enum-value	KEYBOARD_TYPE_DEFAULT	VirtualKeyboardType.KEYBOARD_TYPE_DEFAULT = 0	Default text virtual keyboard.
DisplayServer	enum-value	KEYBOARD_TYPE_MULTILINE	VirtualKeyboardType.KEYBOARD_TYPE_MULTILINE = 1	Multiline virtual keyboard.
DisplayServer	enum-value	KEYBOARD_TYPE_NUMBER	VirtualKeyboardType.KEYBOARD_TYPE_NUMBER = 2	Virtual number keypad, useful for PIN entry.
DisplayServer	enum-value	KEYBOARD_TYPE_NUMBER_DECIMAL	VirtualKeyboardType.KEYBOARD_TYPE_NUMBER_DECIMAL = 3	Virtual number keypad, useful for entering fractional numbers.
DisplayServer	enum-value	KEYBOARD_TYPE_PHONE	VirtualKeyboardType.KEYBOARD_TYPE_PHONE = 4	Virtual phone number keypad.
DisplayServer	enum-value	KEYBOARD_TYPE_EMAIL_ADDRESS	VirtualKeyboardType.KEYBOARD_TYPE_EMAIL_ADDRESS = 5	Virtual keyboard with additional keys to assist with typing email addresses.
DisplayServer	enum-value	KEYBOARD_TYPE_PASSWORD	VirtualKeyboardType.KEYBOARD_TYPE_PASSWORD = 6	Virtual keyboard for entering a password.
DisplayServer	enum-value	KEYBOARD_TYPE_URL	VirtualKeyboardType.KEYBOARD_TYPE_URL = 7	Virtual keyboard with additional keys to assist with typing URLs.
DisplayServer	enum-value	CURSOR_ARROW	CursorShape.CURSOR_ARROW = 0	Arrow cursor shape.
DisplayServer	enum-value	CURSOR_IBEAM	CursorShape.CURSOR_IBEAM = 1	I-beam cursor shape.
DisplayServer	enum-value	CURSOR_POINTING_HAND	CursorShape.CURSOR_POINTING_HAND = 2	Pointing hand cursor shape.
DisplayServer	enum-value	CURSOR_CROSS	CursorShape.CURSOR_CROSS = 3	Crosshair cursor.
DisplayServer	enum-value	CURSOR_WAIT	CursorShape.CURSOR_WAIT = 4	Wait cursor.
DisplayServer	enum-value	CURSOR_BUSY	CursorShape.CURSOR_BUSY = 5	Wait cursor.
DisplayServer	enum-value	CURSOR_DRAG	CursorShape.CURSOR_DRAG = 6	Dragging hand cursor.
DisplayServer	enum-value	CURSOR_CAN_DROP	CursorShape.CURSOR_CAN_DROP = 7	"Can drop" cursor.
DisplayServer	enum-value	CURSOR_FORBIDDEN	CursorShape.CURSOR_FORBIDDEN = 8	Forbidden cursor.
DisplayServer	enum-value	CURSOR_VSIZE	CursorShape.CURSOR_VSIZE = 9	Vertical resize cursor.
DisplayServer	enum-value	CURSOR_HSIZE	CursorShape.CURSOR_HSIZE = 10	Horizontal resize cursor.
DisplayServer	enum-value	CURSOR_BDIAGSIZE	CursorShape.CURSOR_BDIAGSIZE = 11	Secondary diagonal resize cursor (top-right/bottom-left).
DisplayServer	enum-value	CURSOR_FDIAGSIZE	CursorShape.CURSOR_FDIAGSIZE = 12	Main diagonal resize cursor (top-left/bottom-right).
DisplayServer	enum-value	CURSOR_MOVE	CursorShape.CURSOR_MOVE = 13	Move cursor.
DisplayServer	enum-value	CURSOR_VSPLIT	CursorShape.CURSOR_VSPLIT = 14	Vertical split cursor.
DisplayServer	enum-value	CURSOR_HSPLIT	CursorShape.CURSOR_HSPLIT = 15	Horizontal split cursor.
DisplayServer	enum-value	CURSOR_HELP	CursorShape.CURSOR_HELP = 16	Help cursor.
DisplayServer	enum-value	CURSOR_MAX	CursorShape.CURSOR_MAX = 17	Represents the size of the enum.
DisplayServer	enum-value	FILE_DIALOG_MODE_OPEN_FILE	FileDialogMode.FILE_DIALOG_MODE_OPEN_FILE = 0	The native file dialog allows selecting one, and only one file.
